,Title,Year,Theaters,Country,Genre,Rated,Runtime,Open,Director,Actors,Language,imdbRating,Total Gross
8130,God Knows Where I Am,2016,6,USA,Documentary,,97,3/31/2017,Jedd Wider,"['Paul Appelbaum', ' Joan Bishop', ' Doug Bixby']",English,7.8,21135.0
8131,God Loves Uganda,2013,5,USA,Documentary,,83,10/11/2013,Roger Ross Williams,['nan'],English,7.5,51229.0
8132,God of Vampires,2010,10,USA,Horror,,144,7/2/2010,Rob Fitz,"['Jayson Argento', ' Lilith Astaroth', ' Jon Bailey']",English,4.8,53345.0
8133,God of War,2017,27,China,Action,,128,6/2/2017,Gordon Chan,"['Wenzhuo Zhao', ' Sammo Kam-Bo Hung', ' Yasuaki Kurata']",Mandarin,6.3,53496.0
8135,God the Father,2014,15,USA,Documentary,R,101,10/17/2014,Simon Fellows,"['Tom Benedict Knight', ' Amanda Fernando Stevens', ' Robert Ashby']",English,6.1,113276.0
8136,God Tussi Great Ho,2008,69,India,Comedy,Unrated,152,8/15/2008,Rumi Jaffery,"['Amitabh Bachchan', ' Salman Khan', ' Priyanka Chopra']",Hindi,3.6,163756.0
8137,God's Army,2000,50,USA,Drama,PG,108,3/10/2000,Richard Dutcher,"['Matthew A. Brown', ' Richard Dutcher', ' Jacque Gray']",English,6.6,2637726.0
8138,God's Not Dead,2014,1860,USA,Drama,PG,113,3/21/2014,Harold Cronk,"['Kevin Sorbo', ' Shane Harper', ' David A.R. White']",English,4.8,60755732.0
8139,God's Not Dead 2,2016,2419,USA,Drama,PG,120,4/1/2016,Harold Cronk,"['Maria Canals-Barrera', ' Pat Boone', ' Robin Givens']",English,4.3,20774575.0
8141,God's Own Country,2017,4,UK,Drama,,104,10/24/2017,Francis Lee,"[""Josh O'Connor"", ' Gemma Jones', ' Harry Lister Smith']",English,7.8,64581.0
8142,God's Pocket,2014,80,USA,Crime,R,88,5/9/2014,John Slattery,"['Christina Hendricks', ' Philip Seymour Hoffman', ' Eddie Marsan']",English,6.1,169976.0
8143,God's Sandbox,2002,3,Israel,Drama,,86,7/29/2005,Doron Eran,"['Meital Dohan', ' Ashraf Farah', ' Amnon Fisher']",English,5.7,51246.0
8145,The Godfather of Green Bay,2005,0,USA,Comedy,R,90,3/24/2006,Pete Schwaba,"['Tony Goldwyn', ' Lauren Holly', ' Pete Schwaba']",English,5.8,0.0
8146,The Godfather vs. The Godfather Part II,2008,0,USA,Documentary,,2,12/12/1974,nan,"['David Chase', ' Mick LaSalle', ' Richard Marks']",English,,47542841.0
8147,Storyboards: The Godfather Part III,2001,1922,USA,Short,,4,12/25/1990,nan,['nan'],English,,66666062.0
8148,Gods and Generals,2003,1533,USA,Biography,PG-13,219,2/21/2003,Ron Maxwell,"['Donzaleigh Abernathy', ' Mark Aldrich', ' George Allen']",English,6.3,12882934.0
8152,Gods of Egypt,2016,3117,USA,Action,PG-13,127,2/26/2016,Alex Proyas,"['Brenton Thwaites', ' John Samaha', ' Courtney Eaton']",English,5.4,31153464.0
8153,Godsend,2004,2323,Canada,Drama,PG-13,102,4/30/2004,Nick Hamm,"['Greg Kinnear', ' Rebecca Romijn', ' Robert De Niro']",English,4.8,14379751.0
8154,Godspeed,2009,0,USA,Drama,,99,3/26/2010,Robert Saitzyk,"['Joseph McKelheer', ' Cory Knauf', ' Courtney Halverson']",English,4.5,0.0
8155,Godzilla,2014,3310,USA,Action,PG-13,123,5/20/1998,Gareth Edwards,"['Aaron Taylor-Johnson', ' CJ Adams', ' Ken Watanabe']",English,6.4,136314294.0
8159,The Goebbels Experiment,2005,2,Germany,Documentary,,108,8/12/2005,Lutz Hachmeister,"['Udo Samel', ' Kenneth Branagh', ' Heinrich Brüning']",German,7.4,47211.0
8160,Gogol Bordello Non-Stop,2008,1,USA,Documentary,,90,9/11/2009,Margarita Jimeno,"['Manu Chao', ' Susan Donaldson', ' Eliot Ferguson']",Russian,7.6,5532.0
8164,Going Attractions: The Definitive Story of the American Drive-in Movie,2013,4,USA,Documentary,Unrated,85,6/7/2013,April Wright,"['Roger Corman', ' Patricia King Hanson']",English,7.4,52458.0
8165,Going Away,2013,1,France,Drama,,95,10/2/2015,Nicole Garcia,"['Pierre Rochefort', ' Louise Bourgoin', ' Dominique Sanda']",French,6.3,19501.0
8166,Going in Style,2017,731,USA,Comedy,PG-13,96,12/25/1979,Zach Braff,"['Michael Caine', ' Richie Moriarty', ' Josh Pais']",English,6.6,26869286.0
8168,Going Shopping,2005,6,USA,Drama,PG-13,106,9/30/2005,Henry Jaglom,"['Victoria Foyt', ' Rob Morrow', ' Lee Grant']",English,5.0,31908.0
8169,Going the Distance,2010,3030,USA,Comedy,R,102,9/3/2010,Nanette Burstein,"['Drew Barrymore', ' Justin Long', ' Charlie Day']",English,6.3,17804299.0
8171,Going Upriver: The Long War of John Kerry,2004,163,USA,Documentary,PG-13,87,10/1/2004,George Butler,"['David Alston', ' Dan Barbiero', ' Douglas Brinkley']",English,7.7,614138.0
8172,Gold,2016,2166,USA,Adventure,R,120,1/27/2017,Stephen Gaghan,"['Matthew McConaughey', ' Edgar Ramírez', ' Bryce Dallas Howard']",English,6.7,7227038.0
8178,The Golden Bowl,2000,117,USA,Drama,R,130,4/27/2001,James Ivory,"['Kate Beckinsale', ' James Fox', ' Anjelica Huston']",English,5.9,3050532.0
8179,The Golden Boys,2008,20,USA,Comedy,PG,97,4/17/2009,Daniel Adams,"['David Carradine', ' Rip Torn', ' Bruce Dern']",English,6.1,43600.0
8181,The Golden Compass,2007,3528,UK,Adventure,PG-13,113,12/7/2007,Chris Weitz,"['Nicole Kidman', ' Daniel Craig', ' Dakota Blue Richards']",English,6.1,70107728.0
8183,The Golden Era,2014,15,China,Biography,,177,10/17/2014,Ann Hui,"['Wei Tang', ' Shaofeng Feng', ' Zhiwen Wang']",Mandarin,6.3,102931.0
8185,Golden Kingdom,2015,2,USA,Drama,Unrated,104,6/17/2016,Brian Perkins,"['Shine Htet Zaw', ' Ko Yin Saw Ri', ' Ko Yin Than Maung']",Burmese,6.8,8077.0
8190,Golmaal 3,2010,86,India,Action,,155,11/5/2010,Rohit Shetty,"['Mithun Chakraborty', ' Ajay Devgn', ' Kareena Kapoor Khan']",Hindi,5.4,1132192.0
8191,Golmaal Again,2017,265,India,Action,,140,10/20/2017,Rohit Shetty,"['Ajay Devgn', ' Arshad Warsi', ' Tusshar Kapoor']",Hindi,,1013893.0
8192,Gomorrah,2008,50,Italy,Crime,Unrated,137,12/19/2008,Matteo Garrone,"['Salvatore Abbruzzese', ' Simone Sacchettino', ' Salvatore Ruocco']",Neapolitan,7.0,1579146.0
8193,Gone,2012,2186,USA,Drama,PG-13,94,2/24/2012,Heitor Dhalia,"['Amanda Seyfried', ' Daniel Sunjata', ' Jennifer Carpenter']",English,5.9,11682205.0
8194,Gone Baby Gone,2007,1713,USA,Crime,R,114,10/19/2007,Ben Affleck,"['Casey Affleck', ' Michelle Monaghan', ' Morgan Freeman']",English,7.7,20300218.0
8195,Gone Doggy Gone,2014,5,USA,Adventure,Unrated,89,6/26/2015,Kasi Brown,"['Kasi Brown', ' Brandon Walter', ' Kate Connor']",English,4.9,14354.0
8197,Gone Girl,2014,3284,USA,Crime,R,149,10/3/2014,David Fincher,"['Ben Affleck', ' Rosamund Pike', ' Neil Patrick Harris']",English,8.1,167767189.0
8202,A Ted Named Gooby,2009,5,Canada,Family,PG,95,4/17/2009,Wilson Coneybeare,"['Robbie Coltrane', ' David James Elliott', ' Ingrid Kavelaars']",English,3.3,3234.0
8203,Good,2008,8,UK,Drama,R,92,12/31/2008,Vicente Amorim,"['Viggo Mortensen', ' Jason Isaacs', ' Jodie Whittaker']",English,6.2,27276.0
8204,Good Boy!,2003,3225,USA,Comedy,PG,87,10/10/2003,John Hoffman,"['Molly Shannon', ' Liam Aiken', ' Kevin Nealon']",English,5.1,37667746.0
8206,Good Bye Lenin!,2003,125,Germany,Comedy,R,121,2/27/2004,Wolfgang Becker,"['Daniel Brühl', ' Katrin Saß', ' Chulpan Khamatova']",German,7.7,4064200.0
8207,A Good Day to Die,2010,1,USA,Documentary,Unrated,90,11/4/2011,David Mueller,"['Larry Anderson', ' Dennis Banks', ' Tashina Banks']",English,8.0,573.0
8208,A Good Day to Die Hard,2013,3555,USA,Action,R,98,2/14/2013,John Moore,"['Bruce Willis', ' Jai Courtney', ' Sebastian Koch']",English,5.3,67349198.0
8209,Good Dick,2008,2,USA,Comedy,R,86,10/10/2008,Marianna Palka,"['Marianna Palka', ' Jason Ritter', ' Eric Edelstein']",English,6.4,27595.0
8210,The Good Dinosaur,2015,3749,USA,Animation,PG,93,11/25/2015,Peter Sohn,"['Jeffrey Wright', ' Frances McDormand', ' Maleah Nipay-Padilla']",English,6.7,123087120.0
8214,Good for Nothing,2011,1,New Zealand,Comedy,R,92,3/9/2012,Mike Wallis,"['Cohen Holloway', ' Inge Rademeyer', ' Jon Pheloung']",English,6.0,0.0
8215,The Good German,2006,66,USA,Drama,R,105,12/15/2006,Steven Soderbergh,"['George Clooney', ' Cate Blanchett', ' Tobey Maguire']",English,6.1,1308696.0
8216,The Good Girl,2002,688,USA,Drama,R,93,8/7/2002,Miguel Arteta,"['Jennifer Aniston', ' Deborah Rush', ' Mike White']",English,6.5,14018296.0
8217,The Good Guy,2009,9,USA,Comedy,R,90,2/19/2010,Julio DePietro,"['Alexis Bledel', ' Anna Chlumsky', ' Andrew McCarthy']",English,5.9,100688.0
8219,Good Hair,2009,466,USA,Documentary,PG-13,96,10/9/2009,Jeff Stilson,"['Tanya Crumel', ' Kevin Kirk', ' Jason Griggers']",English,6.9,4157223.0
8220,The Good Heart,2009,6,Iceland,Comedy,R,99,4/30/2010,Dagur Kári,"['Paul Dano', ' Brian Cox', ' Bill Buell']",English,6.9,20930.0
8221,Good Kids,2016,0,USA,Comedy,R,86,10/21/2016,Chris McCoy,"['Zoey Deutch', ' Nicholas Braun', ' Mateo Arias']",English,6.1,0.0
8222,Good Kill,2014,143,USA,Drama,R,102,5/15/2015,Andrew Niccol,"['Fatima El Bahraouy', ' El Khttabi Abdelouahab', ' Ethan Hawke']",English,6.4,316472.0
8223,The Good Lie,2014,461,Kenya,Drama,PG-13,110,10/3/2014,Philippe Falardeau,"['Reese Witherspoon', ' Arnold Oceng', ' Ger Duany']",English,7.4,2722209.0
8225,Good Luck Chuck,2007,2612,USA,Comedy,R,96,9/21/2007,Mark Helfrich,"['Connor Price', ' Troy Gentile', ' Mackenzie Mowat']",English,5.6,35017297.0
8227,"Good Morning, Night",2003,1,Italy,Drama,,106,11/11/2005,Marco Bellocchio,"['Maya Sansa', ' Luigi Lo Cascio', ' Roberto Herlitzka']",Italian,7.2,10093.0
8230,The Good Neighbor,2016,0,USA,Crime,Unrated,98,9/16/2016,Kasra Farahani,"['James Caan', ' Logan Miller', ' Keir Gilchrist']",English,6.3,0.0
8231,Good Neighbors,2010,3,Canada,Drama,R,99,7/29/2011,Jacob Tierney,"['Jay Baruchel', ' Anne-Marie Cadieux', "" Diane D'Aquila""]",English,5.9,7072.0
8233,The Good Night,2007,2,UK,Comedy,R,93,10/5/2007,Jake Paltrow,"['Keith Allen', ' Steffan Boje', ' Penélope Cruz']",English,5.9,22441.0
8234,"Good Night, and Good Luck.",2005,929,USA,Biography,PG,93,10/7/2005,George Clooney,"['Jeff Daniels', ' David Strathairn', ' Alex Borstein']",English,7.5,31558003.0
8235,Good Ol' Freda,2013,17,UK,Documentary,PG,86,9/6/2013,Ryan White,"['Freda Kelly', ' John Lennon', ' Paul McCartney']",English,7.3,138811.0
8236,A Good Old Fashioned Orgy,2011,143,USA,Comedy,R,95,9/2/2011,Alex Gregory,"['Jason Sudeikis', ' Leslie Bibb', ' Lake Bell']",English,6.2,200227.0
8237,The Good Old Naughty Days,2002,2,France,Documentary,Unrated,69,3/28/2003,Michel Reilhac,['nan'],None,6.9,60862.0
8238,The Good Shepherd,2006,2250,USA,Drama,R,167,12/22/2006,Robert De Niro,"['Matt Damon', ' Angelina Jolie', ' Alec Baldwin']",English,6.7,59952835.0
8240,The Good Thief,2002,222,France,Action,R,109,4/2/2003,Neil Jordan,"['Nutsa Kukhianidze', ' Ouassini Embarek', ' Tchéky Karyo']",English,6.6,3517797.0
8241,Good Time,2017,721,USA,Crime,R,101,8/11/2017,Benny Safdie,"['Robert Pattinson', ' Benny Safdie', ' Taliah Webster']",English,7.6,2018609.0
8244,A Good Woman,2004,35,UK,Drama,PG,93,2/3/2006,Mike Barker,"['Helen Hunt', ' Scarlett Johansson', ' Milena Vukotic']",English,6.5,238609.0
8245,A Good Year,2006,2067,USA,Comedy,PG-13,117,11/10/2006,Ridley Scott,"['Freddie Highmore', ' Albert Finney', ' Russell Crowe']",English,6.9,7459300.0
8247,The Good the Bad the Weird,2008,15,South Korea,Action,R,130,4/23/2010,Jee-woon Kim,"['Kang-ho Song', ' Byung-hun Lee', ' Woo-sung Jung']",Korean,7.3,128486.0
8248,Goodbye Christopher Robin,2017,262,UK,Biography,PG,107,10/13/2017,Simon Curtis,"['Vicki Pepperdine', ' Margot Robbie', ' Domhnall Gleeson']",English,7.2,1399338.0
8249,Goodbye First Love,2011,5,France,Drama,Unrated,110,4/20/2012,Mia Hansen-Løve,"['Lola Créton', ' Sebastian Urzendowsky', ' Magne-Håvard Brekke']",French,6.6,95000.0
8251,Goodbye Momo,2006,1,Uruguay,Drama,,108,4/20/2007,Leonardo Ricagni,"['Mathias Acuña', ' Jorge Esmoris', ' Washington Luna']",Spanish,7.0,8453.0
8252,Goodbye Mr. Loser,2015,40,China,Comedy,,104,10/9/2015,Da-Mo Peng,"['Lun Ai', ' Yuan Chang', ' Li-Chun Lee']",Chinese,6.8,1293626.0
8253,Goodbye Solo,2008,34,USA,Drama,R,91,3/27/2009,Ramin Bahrani,"['Souleymane Sy Savane', ' Red West', ' Diana Franco Galindo']",English,7.4,870781.0
8254,Goodbye to All That,2014,3,USA,Comedy,Unrated,87,12/17/2014,Angus MacLachlan,"['Paul Schneider', ' Melanie Lynskey', ' Audrey P. Scott']",English,5.2,16986.0
8255,Goodbye to Language,2014,7,Switzerland,Drama,Unrated,70,10/24/2014,Jean-Luc Godard,"['Héloïse Godet', ' Kamel Abdelli', ' Richard Chevallier']",French,5.9,390099.0
8256,"Goodbye, Dragon Inn",2003,3,Taiwan,Drama,,82,9/17/2004,Ming-liang Tsai,"['Kang-sheng Lee', ' Shiang-chyi Chen', ' Kiyonobu Mitamura']",Mandarin,7.1,35120.0
8258,Goodnight Mommy,2014,90,Austria,Horror,R,99,9/11/2015,Severin Fiala,"['Lukas Schwarz', ' Elias Schwarz', ' Susanne Wuest']",German,6.7,1178196.0
8259,"The Goods: Live Hard, Sell Hard",2009,1849,USA,Comedy,R,89,8/14/2009,Neal Brennan,"['Jeremy Piven', ' Ving Rhames', ' James Brolin']",English,5.8,15122676.0
8261,Gook,2017,27,USA,Drama,Unrated,94,8/18/2017,Justin Chon,"['Simone Baker', ' Justin Chon', ' Curtiss Cook Jr.']",English,7.3,250130.0
8262,Goon,2011,242,USA,Comedy,R,92,2/24/2012,Michael Dowse,"['Seann William Scott', ' Jay Baruchel', ' Alison Pill']",English,6.8,4168528.0
8264,Goose on the Loose,2006,0,Canada,Adventure,PG,87,1/1/2018,Nicholas Kendall,"['Chevy Chase', ' Kari Matchett', ' James Purefoy']",English,4.9,0.0
8265,Goosebumps,2015,3618,USA,Adventure,PG,103,10/16/2015,Rob Letterman,"['Jack Black', ' Dylan Minnette', ' Odeya Rush']",English,6.3,80080379.0
8268,Gori Tere Pyaar Mein!,2013,112,India,Comedy,,150,11/22/2013,Punit Malhotra,"['Imran Khan', ' Kareena Kapoor Khan', ' Nizhalgal Ravi']",English,5.0,342184.0
8271,Gory Gory Hallelujah,2003,2,USA,Comedy,,96,1/21/2005,Sue Corcoran,"['Tim Gouran', ' Angie Louise', ' Jeffrey Gilbert']",English,4.6,12604.0
8272,Gosford Park,2001,918,UK,Comedy,R,131,12/26/2001,Robert Altman,"['Maggie Smith', ' Michael Gambon', ' Kristin Scott Thomas']",English,7.3,41308615.0
8273,The Gospel,2005,983,USA,Drama,PG,105,10/7/2005,Rob Hardy,"['Boris Kodjoe', ' Idris Elba', ' Nona Gaye']",English,4.4,15778152.0
8275,The Gospel of John,2014,113,UK,Drama,Unrated,160,9/26/2003,David Batty,"['David Harewood', ' Selva Rasalingam', ' Mourad Zaoui']",English,7.8,4069090.0
8276,Gossip,2000,1525,USA,Drama,R,90,4/21/2000,Davis Guggenheim,"['James Marsden', ' Lena Headey', ' Norman Reedus']",English,5.9,5108820.0
8279,Gothika,2003,2382,USA,Horror,R,98,11/21/2003,Mathieu Kassovitz,"['Halle Berry', ' Robert Downey Jr.', ' Charles S. Dutton']",English,5.8,59694580.0
8280,Gotta Dance,2008,4,USA,Documentary,,93,7/31/2009,Dori Berinstein,"['Joe Bianco', ' Peggy Byrne', ' Margaret Dellavalle']",English,7.6,25108.0
8281,Gottfried Helnwein and the Dreaming Child,2011,1,USA,Documentary,Unrated,70,11/23/2012,Lisa Kirk Colburn,['nan'],English,5.0,601.0
8284,Goya's Ghosts,2006,49,USA,Biography,R,113,7/20/2007,Milos Forman,"['Javier Bardem', ' Natalie Portman', ' Stellan Skarsgård']",English,6.9,1000626.0
8285,Gozu,2003,4,Japan,Crime,R,129,7/30/2004,Takashi Miike,"['Yûta Sone', ' Shô Aikawa', ' Kimika Yoshino']",Japanese,7.1,58202.0
8287,Be Cool,2005,3216,USA,Comedy,PG-13,118,3/4/2005,F. Gary Gray,"['John Travolta', ' Uma Thurman', ' Vince Vaughn']",English,5.7,56046979.0
8288,Be Here to Love Me: A Film About Townes Van Zandt,2004,5,USA,Documentary,,99,12/2/2005,Margaret Brown,"['Joe Ely', ' Guy Clark', ' Willie Nelson']",English,7.9,129988.0
8289,Be Kind Rewind,2008,810,UK,Comedy,PG-13,102,2/22/2008,Michel Gondry,"['Jack Black', ' Yasiin Bey', ' Danny Glover']",English,6.4,11175164.0
8290,Be Somebody,2016,15,USA,Comedy,PG,88,6/10/2016,Joshua Caldwell,"['Matthew Espinosa', ' Sarah Jeffery', ' Allison Paige']",English,6.0,15395.0
8291,Be with Me,2005,1,Singapore,Drama,Unrated,93,9/29/2006,Eric Khoo,"['Theresa Poh Lin Chan', ' Chiew Sung Ching', ' Lawrence Yong']",Cantonese,7.2,1365.0
8292,The Beach,2000,2587,USA,Adventure,R,119,2/11/2000,Danny Boyle,"['Leonardo DiCaprio', ' Daniel York', ' Patcharawan Patarakijjanon']",English,6.6,39785027.0
8295,Beach Rats,2017,67,USA,Drama,R,98,8/25/2017,Eliza Hittman,"['Harris Dickinson', ' Madeline Weinstein', ' Kate Hodge']",English,6.6,473771.0
8297,The Beaches of Agnès,2008,7,France,Documentary,,110,7/2/2009,Agnès Varda,"['Agnès Varda', ' André Lubrano', ' Blaise Fournier']",French,8.0,239711.0
8301,Bear Cub,2004,4,Spain,Comedy,R,99,11/5/2004,Miguel Albaladejo,"['José Luis García Pérez', ' David Castillo', ' Empar Ferrer']",Spanish,7.2,100133.0
8302,BearCity,2010,1,USA,Comedy,Unrated,104,10/22/2010,Douglas Langway,"['Alex Di Dio', ' Kevin E. Smith', ' Joe Conti']",English,6.0,5980.0
8303,Bears,2014,1790,USA,Documentary,G,78,4/18/2014,Alastair Fothergill,['John C. Reilly'],English,7.4,17780194.0
8306,Beastly,2011,1959,USA,Drama,PG-13,86,3/4/2011,Daniel Barnz,"['Alex Pettyfer', ' Justin Bradley', ' Mary-Kate Olsen']",English,5.6,27865571.0
8309,Beasts of No Nation,2015,31,USA,Drama,Unrated,137,10/16/2015,Cary Fukunaga,"['Abraham Attah', ' Emmanuel Affadzi', ' Ricky Adelayitor']",English,7.8,90777.0
8310,Beasts of the Southern Wild,2012,318,USA,Adventure,PG-13,93,6/27/2012,Benh Zeitlin,"['Quvenzhané Wallis', ' Dwight Henry', ' Levy Easterly']",English,7.3,12795746.0
8311,The Beat Hotel,2012,1,USA,Documentary,Unrated,88,3/30/2012,Alan Govenar,"['Harold Chapman', ' Peter Golding', ' Oliver Harris']",English,6.6,6480.0
8313,The Beat That My Heart Skipped,2005,37,France,Crime,Unrated,108,7/1/2005,Jacques Audiard,"['Romain Duris', ' Niels Arestrup', ' Jonathan Zaccaï']",French,7.3,1023424.0
8314,Beat the Drum,2003,0,South Africa,Drama,Unrated,114,1/1/2018,David Hickson,"['Junior Singo', ' Owen Sejake', ' Mary Twala']",English,7.2,0.0
8315,The Beatles: Eight Days a Week - The Touring Years,2016,155,USA,Documentary,Unrated,106,9/15/2016,Ron Howard,"['The Beatles', ' Paul McCartney', ' Ringo Starr']",English,7.9,2930414.0
8317,Beatriz at Dinner,2017,683,USA,Comedy,R,82,6/9/2017,Miguel Arteta,"['Salma Hayek', ' John Lithgow', ' Connie Britton']",English,6.2,7115854.0
8318,"Beats, Rhymes & Life: The Travels of a Tribe Called Quest",2011,54,USA,Documentary,R,97,7/8/2011,Michael Rapaport,"['Phife Dawg', ' Ali Shaheed Muhammad', ' Q-Tip']",English,7.7,1200326.0
8319,Beaufort,2007,6,Israel,Action,Unrated,131,1/18/2008,Joseph Cedar,"['Alon Aboutboul', ' Adi Adouan', "" Ya'akov Ahimeir""]",Hebrew,6.8,102591.0
8321,Beautiful,2000,646,USA,Drama,PG-13,112,9/29/2000,Sally Field,"['Minnie Driver', ' Joey Lauren Adams', ' Hallie Kate Eisenberg']",English,5.4,3157348.0
8322,Beautiful Accident,2017,15,China,Comedy,,104,6/2/2017,Wi Ding Ho,"['Lun-mei Gwei', ' Jingchun Wang', ' Nana Ouyang']",Mandarin,6.9,51766.0
8323,Beautiful Boxer,2004,5,Thailand,Action,Unrated,118,1/21/2005,Ekachai Uekrongtham,"['Asanee Suwan', ' Sorapong Chatree', ' Orn-Anong Panyawong']",Thai,7.1,133920.0
8324,Beautiful Boy,2010,8,USA,Drama,R,100,6/3/2011,Shawn Ku,"['Logan South', ' Maria Bello', ' Michael Sheen']",English,6.6,77247.0
8325,The Beautiful Country,2004,28,Norway,Drama,R,125,7/8/2005,Hans Petter Moland,"['Damien Nguyen', ' Bai Ling', ' Thi Hoa Mai']",Vietnamese,7.5,442813.0
8326,Beautiful Creatures,2013,12,USA,Drama,PG-13,124,4/6/2001,Richard LaGravenese,"['Alden Ehrenreich', ' Alice Englert', ' Jeremy Irons']",English,6.2,55835.0
8327,Beautiful Darling,2010,3,USA,Documentary,Unrated,85,4/22/2011,James Rasin,"['Candy Darling', ' Andy Warhol', ' Holly Woodlawn']",English,7.3,34096.0
8328,Beautiful Girl,2003,0,USA,Comedy,,120,1/1/2018,Douglas Barr,"['Marissa Jaret Winokur', ' Mark Consuelos', ' Fran Drescher']",English,5.2,0.0
8330,A Beautiful Life,2011,23,China,Drama,Unrated,122,5/20/2011,Wai-Keung Lau,"['Qi Shu', ' Ye Liu', ' Anthony Chau-Sang Wong']",Mandarin,6.7,66171.0
8331,Beautiful Losers,2008,3,USA,Documentary,Unrated,90,8/8/2008,Aaron Rose,"['Thomas Campbell', ' Shepard Fairey', ' Jo Jackson']",English,7.1,56386.0
8332,A Beautiful Mind,2001,2250,USA,Biography,PG-13,135,12/21/2001,Ron Howard,"['Russell Crowe', ' Ed Harris', ' Jennifer Connelly']",English,8.2,170742341.0
8333,A Beautiful Now,2015,4,USA,Comedy,R,90,9/2/2016,Daniela Amavia,"['Abigail Spencer', ' Cheyenne Jackson', ' Collette Wolfe']",English,5.7,1714.0
8335,A Beautiful Planet,2016,155,USA,Documentary,G,45,4/29/2016,Toni Myers,['Jennifer Lawrence'],English,7.6,12532242.0
8337,The Beautiful Truth,2008,2,USA,Documentary,Unrated,92,11/14/2008,Steve Kroschel,"['Charlotte Gerson', ' Jay Kordich', ' Garrett Kroschel']",English,7.1,15387.0
8339,The Beauty Academy of Kabul,2004,13,USA,Documentary,Unrated,74,11/4/2005,Liz Mermin,['nan'],English,6.8,225448.0
8341,Beauty and the Beast: A Latter-Day Tale,2007,0,USA,Drama,PG,91,3/16/2007,B.J. Alexander,"['Summer Naomi Smart', ' Matthew Reese', ' Everest Bishop']",English,6.3,0.0
8342,Beauty in Trouble,2006,2,Czech Republic,Comedy,,110,6/13/2008,Jan Hrebejk,"['Anna Geislerová', ' Josef Abrhám', ' Jana Brejchová']",Czech,6.9,19300.0
8343,The Beauty Inside,2015,23,South Korea,Drama,Unrated,127,9/11/2015,Jong-Yeol Baek,"['Hyo-ju Han', ' Seo-joon Park', ' Juri Ueno']",Korean,7.3,108083.0
8344,Beauty Remains,2005,2,China,Drama,,87,9/21/2007,Ann Hu,"['Xue Ju', ' Lisa Lu', ' Chang Shen']",Mandarin,5.2,4298.0
8345,Beauty Shop,2005,2659,USA,Comedy,PG-13,105,3/30/2005,Bille Woodruff,"['Queen Latifah', ' Alicia Silverstone', ' Andie MacDowell']",English,5.5,36351350.0
8346,The Beaver,2011,168,USA,Drama,PG-13,91,5/6/2011,Jodie Foster,"['Mel Gibson', ' Cherry Jones', ' Jodie Foster']",English,6.7,970816.0
8349,Because I Said So,2007,2529,USA,Comedy,PG-13,102,2/2/2007,Michael Lehmann,"['Diane Keaton', ' Mandy Moore', ' Gabriel Macht']",English,5.6,42674040.0
8350,Because Of Grácia,2017,32,USA,Comedy,PG-13,107,9/15/2017,Tom Simes,"['John Schneider', ' Moriah Peters', ' Chris Massoglia']",English,8.7,90878.0
8351,Because of Winn-Dixie,2005,3188,USA,Comedy,PG,106,2/18/2005,Wayne Wang,"['AnnaSophia Robb', ' Jeff Daniels', ' Cicely Tyson']",English,6.4,32647042.0
8353,Becoming Jane,2007,1210,UK,Biography,PG,120,8/3/2007,Julian Jarrold,"['Anne Hathaway', ' James McAvoy', ' Julie Walters']",English,7.1,18670946.0
